ID_SERIE;TIPO_PROVA;DISCIPLINA;ID_SERIE_ITEM;ID_BLOCO;ID_POSICAO;ID_ITEM;ID_DESCRITOR_HABILIDADE;GABARITO
5;Macrotipo;MT;5;2;9;69064;D11;B
5;Macrotipo;MT;5;2;10;34791;D20;D
5;Macrotipo;MT;5;2;11;95718;D25;C
5;Prova Regular;MT;5;1;1;28202;D1;B
5;Prova Regular;MT;5;1;2;22404;D17;D
5;Prova Regular;MT;5;1;3;95297;D9;C
5;Prova Regular;MT;5;1;4;95029;D27;C
5;Prova Regular;MT;5;1;5;45382;D15;C
5;Prova Regular;MT;5;1;6;96007;D7;B
5;Prova Regular;MT;5;1;7;34780;D13;B
5;Prova Regular;MT;5;1;8;29540;D24;A
5;Prova Regular;MT;5;1;9;95713;D26;A
5;Prova Regular;MT;5;1;10;98336;D3;A
5;Prova Regular;MT;5;1;11;34802;D25;C
5;Prova Regular;MT;5;2;1;95051;D2;D
5;Prova Regular;MT;5;2;2;22504;D22;B
5;Prova Regular;MT;5;2;3;95277;D8;C
5;Prova Regular;MT;5;2;4;95043;D14;B
5;Prova Regular;MT;5;2;5;37932;D10;A
5;Prova Regular;MT;5;2;6;95911;D12;D
5;Prova Regular;MT;5;2;7;28704;D18;A
5;Prova Regular;MT;5;2;8;22328;D16;A
5;Prova Regular;MT;5;2;9;22393;D6;C
5;Prova Regular;MT;5;2;10;28709;D20;D
5;Prova Regular;MT;5;2;11;70417;D4;X
5;Prova Regular;MT;5;3;1;94983;D1;C
5;Prova Regular;MT;5;3;2;45760;D3;B
5;Prova Regular;MT;5;3;3;96071;D13;D
5;Prova Regular;MT;5;3;4;95325;D27;D
5;Prova Regular;MT;5;3;5;96128;D11;D
5;Prova Regular;MT;5;3;6;95376;D19;B
5;Prova Regular;MT;5;3;7;34835;D24;A
5;Prova Regular;MT;5;3;8;34779;D15;C
5;Prova Regular;MT;5;3;9;96036;D7;A
5;Prova Regular;MT;5;3;10;95545;D28;D
5;Prova Regular;MT;5;3;11;45725;D21;B
5;Prova Regular;MT;5;4;1;95282;D10;B
5;Prova Regular;MT;5;4;2;95372;D14;C
5;Prova Regular;MT;5;4;3;94896;D18;B
5;Prova Regular;MT;5;4;4;95097;D16;C
5;Prova Regular;MT;5;4;5;95110;D8;B
5;Prova Regular;MT;5;4;6;95122;D2;A
5;Prova Regular;MT;5;4;7;95024;D20;A
5;Prova Regular;MT;5;4;8;46033;D4;A
5;Prova Regular;MT;5;4;9;95593;D22;D
5;Prova Regular;MT;5;4;10;96012;D12;C
5;Prova Regular;MT;5;4;11;45620;D6;B
5;Prova Regular;MT;5;5;1;46063;D19;A
5;Prova Regular;MT;5;5;2;94898;D27;B
5;Prova Regular;MT;5;5;3;34815;D3;A
5;Prova Regular;MT;5;5;4;95065;D17;B
5;Prova Regular;MT;5;5;5;95621;D23;A
5;Prova Regular;MT;5;5;6;96101;D13;C
5;Prova Regular;MT;5;5;7;28122;D28;B
5;Prova Regular;MT;5;5;8;28463;D7;C
5;Prova Regular;MT;5;5;9;96135;D11;D
5;Prova Regular;MT;5;5;10;95976;D5;A
5;Prova Regular;MT;5;5;11;45922;D21;C
5;Prova Regular;MT;5;6;1;67464;D10;C
5;Prova Regular;MT;5;6;2;70405;D6;A
5;Prova Regular;MT;5;6;3;95374;D14;B
5;Prova Regular;MT;5;6;4;95073;D4;D
5;Prova Regular;MT;5;6;5;95607;D2;B
5;Prova Regular;MT;5;6;6;95665;D24;C
5;Prova Regular;MT;5;6;7;94962;D18;D
5;Prova Regular;MT;5;6;8;95600;D16;D
5;Prova Regular;MT;5;6;9;95513;D8;B
5;Prova Regular;MT;5;6;10;65902;D12;D
5;Prova Regular;MT;5;6;11;95198;D26;A
5;Prova Regular;MT;5;7;1;45994;D19;A
5;Prova Regular;MT;5;7;2;95348;D28;B
5;Prova Regular;MT;5;7;3;94994;D9;D
5;Prova Regular;MT;5;7;4;95220;D1;B
5;Prova Regular;MT;5;7;5;96174;D13;C
5;Prova Regular;MT;5;7;6;95322;D17;A
5;Prova Regular;MT;5;7;7;28250;D23;B
5;Prova Regular;MT;5;7;8;46058;D5;A
5;Prova Regular;MT;5;7;9;69064;D11;B
5;Prova Regular;MT;5;7;10;34791;D20;D
5;Prova Regular;MT;5;7;11;95718;D25;C
9;Macrotipo;CH;9;1;1;51422;B5;B
9;Macrotipo;CH;9;1;2;66703;B3;C
9;Macrotipo;CH;9;1;3;68458;A5;A
9;Macrotipo;CH;9;1;4;68978;B6;D
9;Macrotipo;CH;9;1;5;114577;B4;C
9;Macrotipo;CH;9;1;6;65295;B4;C
9;Macrotipo;CH;9;1;7;65464;B6;B
9;Macrotipo;CH;9;1;8;65749;A2;B
9;Macrotipo;CH;9;1;9;115491;C6;A
9;Macrotipo;CH;9;1;10;114739;C1;D
9;Macrotipo;CH;9;2;1;51144;C4;C
9;Macrotipo;CH;9;2;2;115671;C4;A
9;Macrotipo;CH;9;2;3;68427;B1;D
9;Macrotipo;CH;9;2;4;115695;B4;A
9;Macrotipo;CH;9;2;5;65393;B5;D
9;Macrotipo;CH;9;2;6;51176;B5;C
9;Macrotipo;CH;9;2;7;69011;A6;B
9;Macrotipo;CH;9;2;8;69007;C2;B
9;Macrotipo;CH;9;2;9;65297;B6;C
9;Macrotipo;CH;9;2;10;67354;B6;D
9;Macrotipo;CH;9;3;1;115322;C3;A
9;Macrotipo;CH;9;3;2;114597;B4;B
9;Macrotipo;CH;9;3;3;50804;B6;D
9;Macrotipo;CH;9;3;4;69416;B2;D
9;Macrotipo;CH;9;3;5;67499;A5;B
9;Macrotipo;CH;9;3;6;69116;B4;D
9;Macrotipo;CH;9;3;7;51473;B3;C
9;Macrotipo;CH;9;3;8;50795;B5;B
9;Macrotipo;CH;9;3;9;69017;B6;A
9;Macrotipo;CH;9;3;10;64978;A3;C
9;Prova Regular;CH;9;1;1;66972;A6;D
9;Prova Regular;CH;9;1;2;67191;B4;A
9;Prova Regular;CH;9;1;3;65704;B2;A
9;Prova Regular;CH;9;1;4;51206;B3;D
9;Prova Regular;CH;9;1;5;51119;B6;C
9;Prova Regular;CH;9;1;6;113409;C3;A
9;Prova Regular;CH;9;1;7;115542;C5;B
9;Prova Regular;CH;9;1;8;65619;A2;C
9;Prova Regular;CH;9;1;9;68958;B3;D
9;Prova Regular;CH;9;1;10;65261;B6;B
9;Prova Regular;CH;9;2;1;51345;C5;A
9;Prova Regular;CH;9;2;2;115518;C5;D
9;Prova Regular;CH;9;2;3;51331;B5;C
9;Prova Regular;CH;9;2;4;51130;B6;B
9;Prova Regular;CH;9;2;5;69375;A2;D
9;Prova Regular;CH;9;2;6;65713;B4;C
9;Prova Regular;CH;9;2;7;65303;A1;D
9;Prova Regular;CH;9;2;8;65849;B3;B
9;Prova Regular;CH;9;2;9;51116;A6;C
9;Prova Regular;CH;9;2;10;51486;C3;A
9;Prova Regular;CH;9;3;1;50772;A3;C
9;Prova Regular;CH;9;3;2;114110;C5;C
9;Prova Regular;CH;9;3;3;68910;B1;B
9;Prova Regular;CH;9;3;4;66702;B6;B
9;Prova Regular;CH;9;3;5;115692;C5;D
9;Prova Regular;CH;9;3;6;69200;B4;D
9;Prova Regular;CH;9;3;7;114784;B4;A
9;Prova Regular;CH;9;3;8;51140;B6;B
9;Prova Regular;CH;9;3;9;65380;A6;A
9;Prova Regular;CH;9;3;10;51180;C2;C
9;Prova Regular;CH;9;4;1;115560;C6;A
9;Prova Regular;CH;9;4;2;66032;C2;D
9;Prova Regular;CH;9;4;3;50825;C4;A
9;Prova Regular;CH;9;4;4;115315;C1;A
9;Prova Regular;CH;9;4;5;65979;B4;B
9;Prova Regular;CH;9;4;6;50769;B4;B
9;Prova Regular;CH;9;4;7;66704;B3;D
9;Prova Regular;CH;9;4;8;51440;A5;C
9;Prova Regular;CH;9;4;9;50802;A1;C
9;Prova Regular;CH;9;4;10;66396;B6;B
9;Prova Regular;CH;9;5;1;51422;B5;B
9;Prova Regular;CH;9;5;2;66703;B3;C
9;Prova Regular;CH;9;5;3;68458;A5;A
9;Prova Regular;CH;9;5;4;68978;B6;D
9;Prova Regular;CH;9;5;5;114577;B4;C
9;Prova Regular;CH;9;5;6;65295;B4;C
9;Prova Regular;CH;9;5;7;65464;B6;B
9;Prova Regular;CH;9;5;8;65749;A2;B
9;Prova Regular;CH;9;5;9;115491;C6;A
9;Prova Regular;CH;9;5;10;114739;C1;D
9;Prova Regular;CH;9;6;1;65343;A4;B
9;Prova Regular;CH;9;6;2;66008;A6;D
9;Prova Regular;CH;9;6;3;65647;B4;C
9;Prova Regular;CH;9;6;4;65081;B2;C
9;Prova Regular;CH;9;6;5;113836;C5;D
9;Prova Regular;CH;9;6;6;114727;C6;A
9;Prova Regular;CH;9;6;7;69408;B2;B
9;Prova Regular;CH;9;6;8;66514;B4;A
9;Prova Regular;CH;9;6;9;50872;B3;C
9;Prova Regular;CH;9;6;10;68986;B6;D
9;Prova Regular;CH;9;7;1;50808;A6;C
9;Prova Regular;CH;9;7;2;51032;B3;B
9;Prova Regular;CH;9;7;3;69302;B5;B
9;Prova Regular;CH;9;7;4;65353;B5;A
9;Prova Regular;CH;9;7;5;66395;A4;D
9;Prova Regular;CH;9;7;6;64940;B5;D
9;Prova Regular;CH;9;7;7;65407;C6;A
9;Prova Regular;CH;9;7;8;51044;B6;C
9;Prova Regular;CH;9;7;9;51356;B6;A
9;Prova Regular;CH;9;7;10;50885;A2;B
9;Prova Regular;CH;9;8;1;51144;C4;C
9;Prova Regular;CH;9;8;2;115671;C4;A
9;Prova Regular;CH;9;8;3;68427;B1;D
9;Prova Regular;CH;9;8;4;115695;B4;A
9;Prova Regular;CH;9;8;5;65393;B5;D
9;Prova Regular;CH;9;8;6;51176;B5;C
9;Prova Regular;CH;9;8;7;69011;A6;B
9;Prova Regular;CH;9;8;8;69007;C2;B
9;Prova Regular;CH;9;8;9;65297;B6;C
9;Prova Regular;CH;9;8;10;67354;B6;D
9;Prova Regular;CH;9;9;1;50873;A3;D
9;Prova Regular;CH;9;9;2;50997;A4;C
9;Prova Regular;CH;9;9;3;65383;B1;C
9;Prova Regular;CH;9;9;4;65000;A2;D
9;Prova Regular;CH;9;9;5;65709;C6;A
9;Prova Regular;CH;9;9;6;65208;A6;B
9;Prova Regular;CH;9;9;7;65635;B5;D
9;Prova Regular;CH;9;9;8;69406;B6;B
9;Prova Regular;CH;9;9;9;50957;A1;A
9;Prova Regular;CH;9;9;10;114972;C3;B
9;Prova Regular;CH;9;10;1;115322;C3;A
9;Prova Regular;CH;9;10;2;114597;B4;B
9;Prova Regular;CH;9;10;3;50804;B6;D
9;Prova Regular;CH;9;10;4;69416;B2;D
9;Prova Regular;CH;9;10;5;67499;A5;B
9;Prova Regular;CH;9;10;6;69116;B4;D
9;Prova Regular;CH;9;10;7;51473;B3;C
9;Prova Regular;CH;9;10;8;50795;B5;B
9;Prova Regular;CH;9;10;9;69017;B6;A
9;Prova Regular;CH;9;10;10;64978;A3;C
9;Prova Regular;CH;9;11;1;51456;B4;A
9;Prova Regular;CH;9;11;2;65745;B2;D
9;Prova Regular;CH;9;11;3;50877;B6;C
9;Prova Regular;CH;9;11;4;68931;A4;A
9;Prova Regular;CH;9;11;5;51453;B1;B
9;Prova Regular;CH;9;11;6;69381;B4;B
9;Prova Regular;CH;9;11;7;65077;A2;B
9;Prova Regular;CH;9;11;8;115556;C3;A
9;Prova Regular;CH;9;11;9;65532;A3;C
9;Prova Regular;CH;9;11;10;51205;B5;D
9;Prova Regular;CH;9;12;1;65732;B2;C
9;Prova Regular;CH;9;12;2;115553;C5;A
9;Prova Regular;CH;9;12;3;66700;B4;B
9;Prova Regular;CH;9;12;4;65211;B5;D
9;Prova Regular;CH;9;12;5;51291;B6;D
9;Prova Regular;CH;9;12;6;64938;A6;C
9;Prova Regular;CH;9;12;7;67500;B4;A
9;Prova Regular;CH;9;12;8;65971;A5;B
9;Prova Regular;CH;9;12;9;69410;B6;A
9;Prova Regular;CH;9;12;10;51106;B2;C
9;Prova Regular;CH;9;13;1;64934;B4;A
9;Prova Regular;CH;9;13;2;65323;A4;C
9;Prova Regular;CH;9;13;3;51245;B2;D
9;Prova Regular;CH;9;13;4;115490;C5;B
9;Prova Regular;CH;9;13;5;115925;C6;D
9;Prova Regular;CH;9;13;6;65324;B3;B
9;Prova Regular;CH;9;13;7;65158;B4;C
9;Prova Regular;CH;9;13;8;50956;B6;B
9;Prova Regular;CH;9;13;9;51445;B2;A
9;Prova Regular;CH;9;13;10;50788;B4;A
9;Macrotipo;CN;9;1;1;51348;B2;D
9;Macrotipo;CN;9;1;2;114506;C3;D
9;Macrotipo;CN;9;1;3;115328;C2;A
9;Macrotipo;CN;9;1;4;69477;A1;C
9;Macrotipo;CN;9;1;5;51168;B1;A
9;Macrotipo;CN;9;1;6;65808;A3;D
9;Macrotipo;CN;9;1;7;66566;B2;B
9;Macrotipo;CN;9;1;8;65955;B3;A
9;Macrotipo;CN;9;1;9;50770;A2;D
9;Macrotipo;CN;9;2;1;112946;B2;C
9;Macrotipo;CN;9;2;2;50759;A1;D
9;Macrotipo;CN;9;2;3;113879;A2;C
9;Macrotipo;CN;9;2;4;51132;C1;B
9;Macrotipo;CN;9;2;5;113200;B2;A
9;Macrotipo;CN;9;2;6;115367;A3;B
9;Macrotipo;CN;9;2;7;65125;B1;C
9;Macrotipo;CN;9;2;8;50878;C2;D
9;Macrotipo;CN;9;2;9;113077;B3;A
9;Macrotipo;CN;9;3;1;66086;C1;D
9;Macrotipo;CN;9;3;2;50855;B2;A
9;Macrotipo;CN;9;3;3;50765;A1;D
9;Macrotipo;CN;9;3;4;51339;A2;C
9;Macrotipo;CN;9;3;5;50984;B2;B
9;Macrotipo;CN;9;3;6;65976;B1;C
9;Macrotipo;CN;9;3;7;51340;C2;D
9;Macrotipo;CN;9;3;8;115496;A3;C
9;Macrotipo;CN;9;3;9;65335;B3;B
9;Prova Regular;CN;9;1;1;51348;B2;D
9;Prova Regular;CN;9;1;2;114506;C3;D
9;Prova Regular;CN;9;1;3;115328;C2;A
9;Prova Regular;CN;9;1;4;69477;A1;C
9;Prova Regular;CN;9;1;5;51168;B1;A
9;Prova Regular;CN;9;1;6;65808;A3;D
9;Prova Regular;CN;9;1;7;66566;B2;B
9;Prova Regular;CN;9;1;8;65955;B3;A
9;Prova Regular;CN;9;1;9;50770;A2;D
9;Prova Regular;CN;9;2;1;50800;A2;A
9;Prova Regular;CN;9;2;2;50870;B1;B
9;Prova Regular;CN;9;2;3;65305;A1;A
9;Prova Regular;CN;9;2;4;50953;A3;C
9;Prova Regular;CN;9;2;5;65148;B3;D
9;Prova Regular;CN;9;2;6;51321;C1;B
9;Prova Regular;CN;9;2;7;50954;B2;D
9;Prova Regular;CN;9;2;8;65182;B2;A
9;Prova Regular;CN;9;2;9;113968;B3;D
9;Prova Regular;CN;9;3;1;65573;B3;B
9;Prova Regular;CN;9;3;2;65168;B2;A
9;Prova Regular;CN;9;3;3;51240;A1;B
9;Prova Regular;CN;9;3;4;65654;A3;C
9;Prova Regular;CN;9;3;5;51170;C1;B
9;Prova Regular;CN;9;3;6;115493;C3;C
9;Prova Regular;CN;9;3;7;115338;B3;A
9;Prova Regular;CN;9;3;8;69441;B1;A
9;Prova Regular;CN;9;3;9;112911;B2;C
9;Prova Regular;CN;9;4;1;112946;B2;C
9;Prova Regular;CN;9;4;2;50759;A1;D
9;Prova Regular;CN;9;4;3;113879;A2;C
9;Prova Regular;CN;9;4;4;51132;C1;B
9;Prova Regular;CN;9;4;5;113200;B2;A
9;Prova Regular;CN;9;4;6;115367;A3;B
9;Prova Regular;CN;9;4;7;65125;B1;C
9;Prova Regular;CN;9;4;8;50878;C2;D
9;Prova Regular;CN;9;4;9;113077;B3;A
9;Prova Regular;CN;9;5;1;66086;C1;D
9;Prova Regular;CN;9;5;2;50855;B2;A
9;Prova Regular;CN;9;5;3;50765;A1;D
9;Prova Regular;CN;9;5;4;51339;A2;C
9;Prova Regular;CN;9;5;5;50984;B2;B
9;Prova Regular;CN;9;5;6;65976;B1;C
9;Prova Regular;CN;9;5;7;51340;C2;D
9;Prova Regular;CN;9;5;8;115496;A3;C
9;Prova Regular;CN;9;5;9;65335;B3;B
9;Prova Regular;CN;9;6;1;114366;C2;D
9;Prova Regular;CN;9;6;2;51063;C1;A
9;Prova Regular;CN;9;6;3;51347;B3;C
9;Prova Regular;CN;9;6;4;115450;A3;D
9;Prova Regular;CN;9;6;5;50903;B1;B
9;Prova Regular;CN;9;6;6;51073;A2;D
9;Prova Regular;CN;9;6;7;69221;B2;C
9;Prova Regular;CN;9;6;8;115314;B2;C
9;Prova Regular;CN;9;6;9;50734;A1;A
9;Prova Regular;CN;9;7;1;51416;B3;C
9;Prova Regular;CN;9;7;2;67514;A2;C
9;Prova Regular;CN;9;7;3;113431;C2;B
9;Prova Regular;CN;9;7;4;50838;A3;C
9;Prova Regular;CN;9;7;5;113594;B1;B
9;Prova Regular;CN;9;7;6;51024;B1;C
9;Prova Regular;CN;9;7;7;113098;C3;C
9;Prova Regular;CN;9;7;8;69539;C1;B
9;Prova Regular;CN;9;7;9;51308;B2;A
9;Macrotipo;LP;9;1;1;110813;D2;A
9;Macrotipo;LP;9;1;2;109459;D6;B
9;Macrotipo;LP;9;1;3;110706;D9;B
9;Macrotipo;LP;9;1;4;34752;D1;B
9;Macrotipo;LP;9;1;5;34088;D8;D
9;Macrotipo;LP;9;1;6;66061;D11;D
9;Macrotipo;LP;5;1;7;34849;D15;D
9;Macrotipo;LP;5;1;8;96106;D11;B
9;Macrotipo;LP;5;1;9;95482;D9;A
9;Macrotipo;LP;9;1;10;109426;D21;A
9;Macrotipo;LP;9;1;11;109887;D12;C
9;Macrotipo;LP;9;1;12;110035;D13;C
9;Macrotipo;LP;9;1;13;111255;D19;A
9;Macrotipo;LP;9;2;1;109216;D6;B
9;Macrotipo;LP;9;2;2;70152;D8;A
9;Macrotipo;LP;9;2;3;20492;D3;B
9;Macrotipo;LP;9;2;4;34578;D6;B
9;Macrotipo;LP;9;2;5;65698;D19;B
9;Macrotipo;LP;9;2;6;34743;D16;C
9;Macrotipo;LP;5;2;7;33988;D11;D
9;Macrotipo;LP;5;2;8;95387;D9;D
9;Macrotipo;LP;5;2;9;34021;D12;B
9;Macrotipo;LP;9;2;10;110499;D12;A
9;Macrotipo;LP;9;2;11;109220;D14;C
9;Macrotipo;LP;9;2;12;69445;D17;A
9;Macrotipo;LP;9;2;13;67476;D18;C
9;Prova Regular;LP;9;1;1;109189;D1;C
9;Prova Regular;LP;9;1;2;110780;D4;A
9;Prova Regular;LP;9;1;3;110752;D7;D
9;Prova Regular;LP;9;1;4;34507;D8;B
9;Prova Regular;LP;9;1;5;69870;D11;A
9;Prova Regular;LP;9;1;6;66130;D17;D
9;Prova Regular;LP;5;1;7;95359;D14;B
9;Prova Regular;LP;5;1;8;20208;D6;B
9;Prova Regular;LP;5;1;9;68987;D4;A
9;Prova Regular;LP;9;1;10;69493;D10;D
9;Prova Regular;LP;9;1;11;69783;D15;B
9;Prova Regular;LP;9;1;12;110907;D13;A
9;Prova Regular;LP;9;1;13;34925;D20;C
9;Prova Regular;LP;9;2;1;110152;D1;C
9;Prova Regular;LP;9;2;2;109806;D8;C
9;Prova Regular;LP;9;2;3;34541;D5;B
9;Prova Regular;LP;9;2;4;70074;D2;C
9;Prova Regular;LP;9;2;5;34396;D3;D
9;Prova Regular;LP;9;2;6;20039;D10;B
9;Prova Regular;LP;5;2;7;95151;D8;C
9;Prova Regular;LP;5;2;8;34021;D12;B
9;Prova Regular;LP;5;2;9;34693;D14;D
9;Prova Regular;LP;9;2;10;110258;D14;D
9;Prova Regular;LP;9;2;11;69125;D18;A
9;Prova Regular;LP;9;2;12;110508;D11;C
9;Prova Regular;LP;9;2;13;111138;D19;D
9;Prova Regular;LP;9;3;1;110523;D1;A
9;Prova Regular;LP;9;3;2;109223;D6;D
9;Prova Regular;LP;9;3;3;66617;D9;B
9;Prova Regular;LP;9;3;4;34409;D3;B
9;Prova Regular;LP;9;3;5;19973;D12;D
9;Prova Regular;LP;9;3;6;65021;D14;A
9;Prova Regular;LP;5;3;7;66158;D10;C
9;Prova Regular;LP;5;3;8;95015;D1;A
9;Prova Regular;LP;5;3;9;96170;D4;D
9;Prova Regular;LP;9;3;10;109227;D10;D
9;Prova Regular;LP;9;3;11;109630;D15;A
9;Prova Regular;LP;9;3;12;69914;D16;C
9;Prova Regular;LP;9;3;13;109535;D19;C
9;Prova Regular;LP;9;4;1;109354;D2;D
9;Prova Regular;LP;9;4;2;109214;D4;C
9;Prova Regular;LP;9;4;3;111079;D7;D
9;Prova Regular;LP;9;4;4;45623;D5;A
9;Prova Regular;LP;9;4;5;34403;D15;B
9;Prova Regular;LP;9;4;6;66137;D16;B
9;Prova Regular;LP;5;4;7;34703;D12;C
9;Prova Regular;LP;5;4;8;34677;D2;D
9;Prova Regular;LP;5;4;9;19925;D3;A
9;Prova Regular;LP;9;4;10;110274;D10;B
9;Prova Regular;LP;9;4;11;111302;D11;B
9;Prova Regular;LP;9;4;12;111277;D17;A
9;Prova Regular;LP;9;4;13;65051;D21;D
9;Prova Regular;LP;9;5;1;110813;D2;A
9;Prova Regular;LP;9;5;2;109459;D6;B
9;Prova Regular;LP;9;5;3;110706;D9;B
9;Prova Regular;LP;9;5;4;34752;D1;B
9;Prova Regular;LP;9;5;5;34088;D8;D
9;Prova Regular;LP;9;5;6;66061;D11;D
9;Prova Regular;LP;5;5;7;34849;D15;D
9;Prova Regular;LP;5;5;8;96106;D11;B
9;Prova Regular;LP;5;5;9;95482;D9;A
9;Prova Regular;LP;9;5;10;109426;D21;A
9;Prova Regular;LP;9;5;11;109887;D12;C
9;Prova Regular;LP;9;5;12;110035;D13;C
9;Prova Regular;LP;9;5;13;111255;D19;A
9;Prova Regular;LP;9;6;1;110522;D3;C
9;Prova Regular;LP;9;6;2;110848;D7;C
9;Prova Regular;LP;9;6;3;65615;D10;C
9;Prova Regular;LP;9;6;4;33912;D1;C
9;Prova Regular;LP;9;6;5;66097;D2;C
9;Prova Regular;LP;9;6;6;69273;D20;D
9;Prova Regular;LP;5;6;7;95054;D7;D
9;Prova Regular;LP;5;6;8;46217;D3;B
9;Prova Regular;LP;5;6;9;95075;D13;A
9;Prova Regular;LP;9;6;10;109866;D12;C
9;Prova Regular;LP;9;6;11;109937;D14;B
9;Prova Regular;LP;9;6;12;109234;D15;B
9;Prova Regular;LP;9;6;13;111224;D16;D
9;Prova Regular;LP;9;7;1;109216;D6;B
9;Prova Regular;LP;9;7;2;70152;D8;A
9;Prova Regular;LP;9;7;3;20492;D3;B
9;Prova Regular;LP;9;7;4;34578;D6;B
9;Prova Regular;LP;9;7;5;65698;D19;B
9;Prova Regular;LP;9;7;6;34743;D16;C
9;Prova Regular;LP;5;7;7;33988;D11;D
9;Prova Regular;LP;5;7;8;95387;D9;D
9;Prova Regular;LP;5;7;9;34475;D5;B
9;Prova Regular;LP;9;7;10;110499;D12;A
9;Prova Regular;LP;9;7;11;109220;D14;C
9;Prova Regular;LP;9;7;12;69445;D17;A
9;Prova Regular;LP;9;7;13;67476;D18;C
9;Macrotipo;MT;9;1;1;111299;D33;D
9;Macrotipo;MT;9;1;2;110193;D12;B
9;Macrotipo;MT;9;1;3;110417;D28;A
9;Macrotipo;MT;9;1;4;28448;D25;D
9;Macrotipo;MT;9;1;5;28041;D19;D
9;Macrotipo;MT;9;1;6;45381;D23;B
9;Macrotipo;MT;5;1;7;94898;D27;B
9;Macrotipo;MT;5;1;8;34779;D15;C
9;Macrotipo;MT;5;1;9;95277;D8;C
9;Macrotipo;MT;9;1;10;109914;D10;D
9;Macrotipo;MT;9;1;11;110174;D3;D
9;Macrotipo;MT;9;1;12;65946;D13;C
9;Macrotipo;MT;9;1;13;28938;D30;B
9;Macrotipo;MT;9;2;1;112432;D18;B
9;Macrotipo;MT;9;2;2;112292;D24;A
9;Macrotipo;MT;9;2;3;109757;D29;A
9;Macrotipo;MT;9;2;4;45460;D36;A
9;Macrotipo;MT;9;2;5;38313;D20;B
9;Macrotipo;MT;9;2;6;34969;D26;A
9;Macrotipo;MT;5;2;7;95297;D9;C
9;Macrotipo;MT;5;2;8;95374;D14;B
9;Macrotipo;MT;5;2;9;28463;D7;C
9;Macrotipo;MT;9;2;10;70499;D31;A
9;Macrotipo;MT;9;2;11;46114;D22;A
9;Macrotipo;MT;9;2;12;109256;D4;B
9;Macrotipo;MT;9;2;13;112372;D32;A
9;Prova Regular;MT;9;1;1;111022;D37;B
9;Prova Regular;MT;9;1;2;110254;D29;A
9;Prova Regular;MT;9;1;3;110754;D4;A
9;Prova Regular;MT;9;1;4;45381;D23;B
9;Prova Regular;MT;9;1;5;45460;D36;A
9;Prova Regular;MT;9;1;6;69239;D28;C
9;Prova Regular;MT;5;1;7;95297;D9;C
9;Prova Regular;MT;5;1;8;95051;D2;D
9;Prova Regular;MT;5;1;9;94962;D18;D
9;Prova Regular;MT;9;1;10;110953;D34;D
9;Prova Regular;MT;9;1;11;109916;D7;C
9;Prova Regular;MT;9;1;12;110042;D13;C
9;Prova Regular;MT;9;1;13;28938;D30;B
9;Prova Regular;MT;9;2;1;111299;D33;D
9;Prova Regular;MT;9;2;2;67422;D14;A
9;Prova Regular;MT;9;2;3;110417;D28;A
9;Prova Regular;MT;9;2;4;28448;D25;D
9;Prova Regular;MT;9;2;5;28041;D19;D
9;Prova Regular;MT;9;2;6;70371;D1;B
9;Prova Regular;MT;5;2;7;94898;D27;B
9;Prova Regular;MT;5;2;8;34779;D15;C
9;Prova Regular;MT;5;2;9;95277;D8;C
9;Prova Regular;MT;9;2;10;109914;D10;D
9;Prova Regular;MT;9;2;11;110516;D5;C
9;Prova Regular;MT;9;2;12;65946;D13;C
9;Prova Regular;MT;9;2;13;46380;D11;B
9;Prova Regular;MT;9;3;1;111359;D34;A
9;Prova Regular;MT;9;3;2;109513;D12;A
9;Prova Regular;MT;9;3;3;109515;D2;D
9;Prova Regular;MT;9;3;4;22348;D36;C
9;Prova Regular;MT;9;3;5;45421;D23;B
9;Prova Regular;MT;9;3;6;46520;D6;D
9;Prova Regular;MT;5;3;7;22504;D22;B
9;Prova Regular;MT;5;3;8;95024;D20;A
9;Prova Regular;MT;5;3;9;95600;D16;D
9;Prova Regular;MT;9;3;10;111140;D33;D
9;Prova Regular;MT;9;3;11;103238;D10;B
9;Prova Regular;MT;9;3;12;109980;D32;C
9;Prova Regular;MT;9;3;13;65992;D14;C
9;Prova Regular;MT;9;4;1;109873;D2;D
9;Prova Regular;MT;9;4;2;112292;D24;A
9;Prova Regular;MT;9;4;3;109757;D29;A
9;Prova Regular;MT;9;4;4;45407;D37;B
9;Prova Regular;MT;9;4;5;38313;D20;B
9;Prova Regular;MT;9;4;6;34969;D26;A
9;Prova Regular;MT;5;4;7;95282;D10;B
9;Prova Regular;MT;5;4;8;95374;D14;B
9;Prova Regular;MT;5;4;9;28463;D7;C
9;Prova Regular;MT;9;4;10;70499;D31;A
9;Prova Regular;MT;9;4;11;110296;D7;D
9;Prova Regular;MT;9;4;12;109256;D4;B
9;Prova Regular;MT;9;4;13;112372;D32;A
9;Prova Regular;MT;9;5;1;47013;D24;D
9;Prova Regular;MT;9;5;2;22358;D16;C
9;Prova Regular;MT;9;5;3;109872;D29;A
9;Prova Regular;MT;9;5;4;38308;D23;C
9;Prova Regular;MT;9;5;5;22191;D37;C
9;Prova Regular;MT;9;5;6;65438;D20;B
9;Prova Regular;MT;5;5;7;95545;D28;D
9;Prova Regular;MT;5;5;8;34802;D25;C
9;Prova Regular;MT;5;5;9;34835;D24;A
